Identifiant du site de comptage;Nom du site de comptage;long;lat;Lien vers photo du site de comptage;Comptage horaire
100003096;97 avenue Denfert Rochereau SO-NE;2.33338;48.83511;https://www.eco-visio.net/Photos/100003096/15765766519670.jpg;12.306297056810404
100003097;105 rue La Fayette E-O;2.350556;48.877667;https://www.eco-visio.net/Photos/100003097/15765755175990.jpg;122.09616700889802
100003098;106 avenue Denfert Rochereau NE-SO;2.33307;48.83521;https://www.eco-visio.net/Photos/100003098/13305145395420.jpg;50.883983572895275
100003099;100 rue La Fayette O-E;2.35008;48.87746;https://www.eco-visio.net/Photos/100003099/13305145634060.jpg;54.069130732375086
100006300;135 avenue Daumesnil SE-NO;2.383378;48.843435;https://www.eco-visio.net/Photos/100006300/15765762690330.jpg;34.327857631759066
100007049;28 boulevard Diderot;2.375429;48.846028;https://www.eco-visio.net/Photos/100007049/13585075886520.jpg;22.490246406570844
100036718;39 quai François Mauriac;2.377;48.83436;https://www.eco-visio.net/Photos/100036718/14997911465211.jpg;48.18343600273785
100036719;18 quai de l'hotel de ville;2.35702;48.85372;https://www.eco-visio.net/Photos/100036719/14997911938171.jpg;32.98990417522245
100041488;27 boulevard Diderot E-O;2.375456;48.846099;https://www.eco-visio.net/Photos/100041488/15144538460760.jpg;45.46132785763176
100042374;Voie Georges Pompidou;2.27586;48.8484;https://www.eco-visio.net/Photos/100042374/15172173000772.jpg;48.517111567419576
100044493;67 boulevard Voltaire SE-NO;2.37376;48.86149;https://www.eco-visio.net/Photos/100044493/15302602919700.jpg;120.34599589322382
100044494;10 avenue de la Grande Armée SE-NO;2.292439;48.874716;https://www.eco-visio.net/Photos/100044494/15765753078770.jpg;18.319986310746064
100044495;7 avenue de la Grande Armée NO-SE;2.29215;48.87451;https://www.eco-visio.net/Photos/100044495/15302615766480.jpg;25.866187542778917
100044506;72 boulevard Voltaire NO-SE;2.37407;48.86155;https://www.eco-visio.net/Photos/100044506/15302610479460.jpg;126.64202600958248
100047533;89 boulevard de Magenta NO-SE;2.354471;48.877686;https://www.eco-visio.net/Photos/100047533/15434006878980.jpg;143.18001368925394
100047534;16 avenue de la Porte des Ternes E-O;2.281546;48.88181;https://www.eco-visio.net/Photos/100047534/15434139958780.jpg;14.58829568788501
100047535;Pont du Garigliano NO-SE;2.26733;48.84015;https://www.eco-visio.net/Photos/100047535/15765769830640.jpg;52.17556468172484
100047536;102 boulevard de Magenta SE-NO;2.354926;48.877726;https://www.eco-visio.net/Photos/100047536/15765760456770.jpg;135.1170431211499
100047537;26 boulevard de Ménilmontant SE-NO;2.38886;48.86057;https://www.eco-visio.net/Photos/100047537/15765764447200.jpg;113.37234770704997
100047538;Face au 16 avenue de la  Porte des Ternes O-E;2.281203;48.881626;https://www.eco-visio.net/Photos/100047538/15434135164990.jpg;21.611567419575632
100047539;21 boulevard Auguste Blanqui SO-NE;2.353199;48.830449;https://www.eco-visio.net/Photos/100047539/15765761696560.jpg;27.572895277207394
100047540;72 boulevard Richard Lenoir  S-N;2.37305;48.86077;https://www.eco-visio.net/Photos/100047540/15765768106120.jpg;96.55407255304586
100047541;Pont National SO-NE;2.38409;48.82658;https://www.eco-visio.net/Photos/100047541/15439382216460.jpg;31.751882272416154
100047542;Face au 48 quai de la marne;2.38573;48.891215;https://www.eco-visio.net/Photos/100047542/15765767542810.jpg;74.7944900752909
100047544;77 boulevard Richard Lenoir N-S;2.372279;48.860852;https://www.eco-visio.net/Photos/100047544/15765768365460.jpg;84.50273785078713
100047545;Face 104 rue d'Aubervilliers;2.368852;48.890457;https://www.eco-visio.net/Photos/100047545/15434213706810.jpg;20.961841204654345
100047546;Face au 70 quai de Bercy;2.38699;48.829523;https://www.eco-visio.net/Photos/100047546/15434937053860.jpg;33.601471594798085
100047547;6 rue Julia Bartet;2.30303;48.82636;https://www.eco-visio.net/Photos/100047547/15433319774680.jpg;48.48425735797399
100047548;Face au 25 quai de l'Oise;2.384954;48.891415;https://www.eco-visio.net/Photos/100047548/15765767104050.jpg;49.50530458590007
100047549;Pont National  NE-SO;2.38465;48.82682;https://www.eco-visio.net/Photos/100047549/15439386038070.jpg;52.39493497604381
100047550;35 boulevard de Menilmontant NO-SE;2.388364;48.860528;https://www.eco-visio.net/Photos/100047550/15440278883470.jpg;117.58692676249144
100047551;Pont du Garigliano SE-NO;2.26694;48.83992;https://www.eco-visio.net/Photos/100047551/15439437031740.jpg;37.86173853524983
100049407;152 boulevard du Montparnasse;2.3332330000000003;48.840801;https://www.eco-visio.net/Photos/100049407/15444529154820.jpg;41.27498288843258
100049408;10 boulevard Auguste Blanqui NE-SO;2.35348;48.83068;https://www.eco-visio.net/Photos/100049408/15765754139120.jpg;36.742642026009584
100050132;243 boulevard Saint Germain NO-SE;2.3201400000000003;48.86179;https://www.eco-visio.net/Photos/100050132/15765763964200.jpg;51.781314168377826
100050876;Totem 64 Rue de Rivoli;2.35211;48.85735;https://www.eco-visio.net/Photos/100050876/15886904766270.jpg;105.06824561403509
100056032;87 avenue de Flandre NE-SO;2.37472;48.88926;https://www.eco-visio.net/Photos/100056032/15729577873790.jpg;66.40702781844803
100056034;72 avenue de Flandre SO-NE;2.3748720000000003;48.889046;https://www.eco-visio.net/Photos/100056034/15736508755090.jpg;58.30238500851789
100056036;2 avenue de la Porte de Bagnolet O-E;2.40932;48.86451;https://www.eco-visio.net/Photos/100056036/15736530385080.jpg;21.470434782608695
100056038;44 avenue des Champs Elysées SE-NO;2.307419;48.869873;https://www.eco-visio.net/Photos/100056038/15724491524180.jpg;34.47179827471798
100056039;180 avenue d'Italie N-S;2.35902;48.82024000000001;https://www.eco-visio.net/Photos/100056039/15759717341930.jpg;59.58366533864542
100056040;129 rue Lecourbe SO-NE;2.301;48.842091;https://www.eco-visio.net/Photos/100056040/15723665426320.jpg;34.67219641672197
100056041;147 avenue d'Italie S-N;2.3592;48.82026;https://www.eco-visio.net/Photos/100056041/15759129300860.jpg;62.150190114068444
100056042;33 avenue des Champs Elysées NO-SE;2.307076;48.869831;https://www.eco-visio.net/Photos/100056042/15724494591310.jpg;46.19840743198407
100056044;132 rue Lecourbe NE-SO;2.30115;48.84216;https://www.eco-visio.net/Photos/100056044/15723669000120.jpg;55.170537491705375
100056045;Pont de la Concorde N-S;2.31988;48.86392;https://www.eco-visio.net/Photos/100056045/15731324831080.jpg;68.8114374034003
100056046;Pont des Invalides S-N;2.31061;48.86282;https://www.eco-visio.net/Photos/100056046/15730363556220.jpg;27.938152011922504
100056047;Pont de la Concorde S-N;2.32003;48.86378;https://www.eco-visio.net/Photos/100056047/15765769360530.jpg;63.02859350850077
100056223;Pont des Invalides N-S;2.310345;48.86284000000001;https://www.eco-visio.net/Photos/100056223/15730513459820.jpg;25.94309559939302
100056225;3 avenue de la Porte D'Orléans S-N;2.32537;48.82108;https://www.eco-visio.net/Photos/100056225/15731295056820.jpg;7.087183308494784
100056226;Face au 8 avenue de la porte de Charenton;2.400551;48.830331;https://www.eco-visio.net/Photos/100056226/15731174654220.jpg;23.374401095140314
100056326;72 rue de la Chapelle;2.35953;48.89594;https://www.eco-visio.net/Photos/100056326/15767459723600.jpg;6.101079136690648
100056327;Face au 4 avenue de la porte de Bagnolet;2.4096900000000003;48.86461;https://www.eco-visio.net/Photos/100056327/15729578421710.jpg;27.423621460506705
100056329;Pont Charles De Gaulle;2.36811;48.84223;https://www.eco-visio.net/Photos/100056329/15977656191320.jpg;30.748953974895397
100056330;36 quai de Grenelle;2.28508;48.85209;https://www.eco-visio.net/Photos/100056330/15977385285420.jpg;53.47652173913043
100056331;Face au 40 quai D'Issy;2.26542;48.83421;https://www.eco-visio.net/Photos/100056331/15730354775440.jpg;6.532210834553441
100056332;Pont de Bercy;2.37587;48.83848;https://www.eco-visio.net/Photos/100056332/15760595951850.jpg;47.70916334661354
100056334;38 rue Turbigo;2.35358;48.86521;https://www.eco-visio.net/Photos/100056334/15765765524970.jpg;90.5361216730038
100056335;Quai d'Orsay;2.31179;48.86288;https://www.eco-visio.net/Photos/100056335/15730299955270.jpg;59.30993930197268
100056336;27 quai de la Tournelle;2.35423;48.85013;https://www.eco-visio.net/Photos/100056336/15736425280750.jpg;64.02
100060178;90 Rue De Sèvres;2.31529;48.84638;https://www.eco-visio.net/Photos/100060178/15953475589600.jpg;0.0
